State,County,Year,Month,Flash Flood Total Duration (Minutes),DSCI,None,D0,D1,D2,D3,D4,Population Density,Housing Unit Density,PCP Value,PCP Rank,PCP Anomaly (1901-2000 base period),1901-2000 PCP Mean,TMAX Value,TMAX Rank,TMAX Anomaly (1901-2000 base period),1901-2000 TMAX Mean,TAVG Value,TAVG Rank,TAVG Anomaly (1901-2000 base period),1901-2000 TAVG Mean,TMIN Value,TMIN Rank,TMIN Anomaly (1901-2000 base period),1901-2000 TMIN Mean,DEM Count,DEM Area,Land Area (Sq Mi),Land Area (Sq Km),Rank (Land Area),Water Area (Sq Mi),Water Area (Sq Km),Rank (Water Area),Total Area (Sq Mi),Total Area (Sq Km),Rank (Total Area),Slope Min,Slope Max,Slope Range,Slope Mean,Slope Std,Slope Sum,Slope Median,Slope Pct90,Elevation Min,Elevation Max,Elevation Range,Elevation Mean,Elevation Std,Elevation Sum,Elevation Median,Elevation Pct90,Flow Accumulation Min,Flow Accumulation Max,Flow Accumulation Range,Flow Accumulation Mean,Flow Accumulation Std,Flow Accumulation Sum,Flow Accumulation Median,Flow Accumulation Pct90,Curvature Min,Curvature Max,Curvature Range,Curvature Mean,Curvature Std,Curvature Sum,Curvature Median,Curvature Pct90,Planar Curvature Min,Planar Curvature Max,Planar Curvature Range,Planar Curvature Mean,Planar Curvature Std,Planar Curvature Sum,Planar Curvature Median,Planar Curvature Pct90,Profile Curvature Min,Profile Curvature Max,Profile Curvature Range,Profile Curvature Mean,Profile Curvature Std,Profile Curvature Sum,Profile Curvature Median,Profile Curvature Pct90
NV,White Pine County,2012,8,31,318,0,0,1.503870968,79.06709677,19.42903226,0,133.3627993,57.94966237,1.62,106,0.6852,0.93,84.9,109,2.838,82.1,69.2,120,2.964,66.2,53.6,118,3.196,50.4,31238402,2.410370525,8875.64,22987.8,5,21.11,54.67,10,8896.75,23042.48,5,0,72.56755066,72.56755066,7.375458673,8.410261411,230397543,3.773134947,20.45509529,1528.351074,3979.973877,2451.622803,2081.81998,301.6404595,65043517415,2008.042847,2498.903638,0,10992454,10992454,2406.171247,90120.9015,75177413462,4,487,-2.17E+11,1.81E+11,3.98E+11,84381045.12,3442762945,2.64E+15,0,2647648768,-2.17E+11,1.81E+11,3.98E+11,84381045.12,3442762945,2.64E+15,0,2647648768,-1.97E+11,1.83E+11,3.79E+11,84282009.64,3178831247,2.63E+15,0,2463303680
VA,Accomack County,2012,8,70,246,0,4.143225806,46.02967742,49.82580645,0,0,9.804921323,6.217230231,7.69,116,3.302,4.39,85.1,89,1.528,83.6,77.7,107,2.317,75.4,70.4,117,3.218,67.2,4097913,0.316196991,449.5,1164.2,36,860.54,2228.79,1,1310.04,3392.99,1,0,16.2040844,16.2040844,0.180350686,0.472678085,739061.4208,0,0.507402527,-2.126105547,39.73215485,41.85826039,1.637225239,3.742382408,6719751.957,0,8.715120792,0,5324367,5324367,3175.152002,109655.3593,13031947818,12,272,-25293377536,43306127360,68599504896,2759.378676,875098446.4,11325466908,0,350706880,-15466756096,22451828736,37918584832,12222497.98,419658905.1,5.02E+13,0,169065465.6,-21250611200,15943218176,37193829376,12934324.18,556090228.7,5.31E+13,0,241455043.2
VA,Emporia City,2012,8,135,46,54.18516129,45.81483871,0,0,0,0,320.6287921,142.9123001,12.2,126,7.375,4.83,85.9,25,-1.644,87.5,76.6,61,0.325,76.3,67.4,104,2.413,65,22654,0.001747994,6.9,17.87,127,0.1,0.26,117,7,18.13,127,0,13.80417538,13.80417538,1.408682301,1.269990234,31912.28886,1.101255953,2.952973151,20.44492912,50.74757767,30.30264854,35.04078151,6.347678109,793813.8644,34.73525238,43.34527359,0,2538916,2538916,16554.10109,201935.7304,375016606,1,38,-19641774080,20168167424,39809941504,371254.9864,1955158544,8410410461,0,1799932570,-10379466752,13276899328,23656366080,51394494.73,900985720.6,1.16E+12,0,893217574.4,-12478164992,12229741568,24707906560,51046800.88,1353999316,1.16E+12,0,1192570317
VA,Frederick County,2012,8,120,72,28.17193548,71.82806452,0,0,0,0,74.55048923,29.67560887,4.28,89,0.5834,3.7,83.4,63,0.07,83.3,72.3,72,0.941,71.4,61.2,92,1.83,59.4,1450671,0.111934491,413.5,1070.96,43,2.01,5.21,87,415.51,1076.17,46,0,46.68143845,46.68143845,5.687528397,4.811690623,8250732.508,4.326189041,12.17614841,86.44000244,864.907959,778.4679565,278.735687,97.34870718,405227056.7,255.1328278,375.0931427,0,583572,583572,674.7694215,12469.59935,980982484,1,31,-57350549504,68566499328,1.26E+11,472859.363,4436460846,6.87E+11,168960944,4637012480,-30214815744,43493306368,73708122112,105533899.9,2362812803,1.53E+14,135261112,2435648230,-53211344896,35793211392,89004556288,105071884.3,2891920068,1.53E+14,-21749833,2901932262
VA,Hampton City,2012,8,230,0,100,0,0,0,0,0,388.5813835,169.9903688,6.56,96,1.5468,5.01,86.3,71,0.703,85.6,78.8,93,1.632,77.2,71.1,108,2.385,68.7,688136,0.053096914,51.41,133.15,101,84.89,219.86,8,136.3,353.02,98,0,17.78281784,17.78281784,0.130021812,0.518147724,89472.68973,0,0.3368451,-5,53.9879303,58.9879303,0.7557306,1.901354393,520045.4324,0,3.409210086,0,46231456,46231456,29663.09819,910861.0139,20412245734,41,384,-33641910272,48089690112,81731600384,-1161904.779,919897624,-8.00E+11,0,152805912,-16333323264,26793854976,43127178240,16640650.28,444982584.8,1.15E+13,0,82950044,-23275550720,18793220096,42068770816,18548342.05,581803243.1,1.28E+13,0,171754808
VA,Newport News City,2012,8,253,3,97.39290323,2.607096774,0,0,0,0,581.8957438,249.0159325,6.87,101,1.8062,5.06,86.4,69,0.6,85.8,78.6,86,1.542,77.1,70.8,113,2.505,68.3,408162,0.031493981,68.71,177.96,98,50.76,131.47,13,119.47,309.43,99,0,16.45694923,16.45694923,0.500351918,1.007750978,204224.6397,0.124632996,1.400359833,-13.092556,31.96411896,45.05667496,4.383823791,5.192835284,1789310.286,1.939062178,10.83494244,0,34263072,34263072,86435.97429,1697231.052,35279880138,2,79,-37743759360,54410092544,92153851904,-32444.41105,2133706041,-13242575701,0,1159438464,-18058358784,33721126912,51779485696,29659506.34,1071137677,1.21E+13,0,563409248,-27341453312,25680801792,53022255104,30860040.65,1303159808,1.26E+13,0,705352761.6
VA,Southampton County,2012,8,200,16,83.85193548,16.14806452,0,0,0,0,11.86346154,4.83974359,11.08,124,6.0015,5.08,86.3,37,-0.799,87.1,77,73,0.799,76.2,67.7,109,2.404,65.3,2038123,0.157262577,599.14,1551.77,10,3.18,8.24,70,602.32,1560,12,0,18.84044456,18.84044456,1.019606855,1.028315852,2078084.183,0.714599907,2.362227345,-0.253872275,41.7085762,41.96244848,19.90807758,9.14088417,40603041.83,21.15896702,31.37418079,0,5805163,5805163,7527.094468,176737.9308,15351704872,1,33,-22082164736,32101713920,54183878656,647170.3406,1250074870,1.32E+12,-4988342.5,1212713472,-12764502016,20512573440,33277075456,26728576.91,641612908.6,5.45E+13,0,608339744,-15507219456,16078405632,31585625088,26125987.65,826621856.4,5.33E+13,2781304.25,774302112
NV,Clark County,2012,9,745,235,0,2.794666667,59.88433333,37.321,0,0,24.55403878,12.43352456,1.14,109,0.6297,0.51,92.5,104,3.128,89.4,79.9,117,3.787,76.1,67.3,123,4.453,62.8,27104326,2.091383179,7891.42,20438.68,6,169.38,438.69,2,8060.8,20877.38,6,0,78.0610733,78.0610733,8.300512938,9.287194533,224979808.6,3.902926445,22.8973217,144.0630493,3628.923828,3484.860779,1008.17185,487.2594773,27340387583,914.6258545,1681.684082,0,45200532,45200532,7203.62135,448938.5703,1.95E+11,2,114,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.58E+11,2.52E+11,5.10E+11,171624912.5,5102753480,4.65E+15,8305664,4402522112
NV,Esmeralda County,2012,9,120,210,0,0,90.39233333,9.607666667,0,0,0.183908258,0.099389898,0.42,89,0.0936,0.33,83.6,113,4.177,79.4,68.4,124,5.164,63.2,53.2,125,6.165,47,12317149,0.950397299,3581.87,9277,13,7.16,18.54,14,3589.03,9295.55,13,0,62.31425858,62.31425858,6.581824958,7.854984628,81069318.7,3.274556398,18.79046249,1133.372925,3997.412109,2864.039185,1727.184897,294.779968,21281838599,1663.278564,2124.076172,0,29276556,29276556,8813.123621,394696.8136,1.09E+11,4,369,-76747440128,71594565632,1.48E+11,133918375.9,3780600474,1.65E+15,0,3337113856,-76747440128,71594565632,1.48E+11,133918375.9,3780600474,1.65E+15,0,3337113856,-77721133056,70259589120,1.48E+11,133939263.7,3154819691,1.65E+15,0,2784125696
VA,Culpeper County,2012,9,645,110,0,90,10,0,0,0,48.28971406,18.00115062,3.27,72,-0.2334,3.5,78.7,69,-0.1,78.8,67.1,61,0.066,67,55.5,63,0.237,55.3,1325925,0.102309028,379.23,982.2,51,3.31,8.57,64,382.54,990.77,52,0,30.75470543,30.75470543,3.419869955,2.771061506,4534491.07,2.81578064,6.962558651,31.82107544,329.8864136,298.0653381,119.3609596,30.06273007,158263680.4,114.7947922,160.8677032,0,2992864,2992864,4236.556907,82716.38912,5617356717,1,30,-54804193280,66685472768,1.21E+11,-304072.6499,4269612801,-4.03E+11,14238281,4706621952,-32793858048,39451385856,72245243904,92821386.35,2401283057,1.23E+14,51139796,2642069248,-36669485056,34625306624,71294791680,93207278.95,2503438867,1.24E+14,4565823.5,2565030400
VA,Fauquier County,2012,9,245,104,5.900333333,84.58066667,9.519,0,0,0,39.46273152,15.32952309,3.67,82,0.2714,3.4,78.5,80,0.764,77.7,66.9,71,0.501,66.4,55.4,63,0.34,55.1,2266848,0.174911111,647.45,1676.89,8,3.78,9.79,57,651.23,1686.68,11,0,35.054142,35.054142,4.44175594,3.856442338,10068785.57,3.290042996,9.655179119,47.85042572,671.2648926,623.4144669,161.9076175,77.29849797,367019958.9,150.6486282,245.9951599,0,2860654,2860654,1290.3753,42343.40516,2925084669,1,31,-54683267072,60548882432,1.15E+11,-647959.3183,4376676245,-1.47E+12,-48568360,4933426176,-34971746304,33655558144,68627304448,105451211.4,2530990989,2.39E+14,50607380,2862356506,-37973417984,34287058944,72260476928,106188469.6,2491273669,2.41E+14,62616848,2634859520
VA,Frederick County,2012,9,360,5,94.616,5.384,0,0,0,0,74.55048923,29.67560887,4.32,100,1.3019,3.02,77.3,67,0.158,77.1,65.2,71,0.323,64.9,53,63,0.385,52.6,1450671,0.111934491,413.5,1070.96,43,2.01,5.21,87,415.51,1076.17,46,0,46.68143845,46.68143845,5.687528397,4.811690623,8250732.508,4.326189041,12.17614841,86.44000244,864.907959,778.4679565,278.735687,97.34870718,405227056.7,255.1328278,375.0931427,0,583572,583572,674.7694215,12469.59935,980982484,1,31,-57350549504,68566499328,1.26E+11,472859.363,4436460846,6.87E+11,168960944,4637012480,-30214815744,43493306368,73708122112,105533899.9,2362812803,1.53E+14,135261112,2435648230,-53211344896,35793211392,89004556288,105071884.3,2891920068,1.53E+14,-21749833,2901932262
VA,Loudoun County,2012,9,120,76,30.683,62.969,6.349,0,0,0,250.3033895,85.03056122,3.85,88,0.5708,3.28,78.7,85,1.106,77.6,66.8,69,0.341,66.5,55,55,-0.319,55.3,1818527,0.140318441,515.56,1335.29,20,5.58,14.45,44,521.14,1349.75,21,0,47.2486763,47.2486763,3.767573693,3.454167071,6851434.485,2.684915066,8.206111145,3.660959244,584.6314087,580.9704494,140.7434451,64.06895785,256369955.7,130.5337219,201.8742676,0,1351270,1351270,1355.456527,29599.66179,2469019638,1,31,-74493296640,1.01E+11,1.76E+11,309310.0051,3921195746,5.63E+11,16215820,3960407552,-38274494464,39779270656,78053765120,66757795.84,2111548716,1.22E+14,46377888,2165677056,-61251391488,69382537216,1.31E+11,66557892.03,2392617885,1.21E+14,0,2256628736
VA,Shenandoah County,2012,9,1200,0,100,0,0,0,0,0,32.06085003,15.82538031,5,105,1.8822,3.12,77.7,68,0.398,77.3,64.8,66,0.234,64.6,52,61,0.166,51.8,1781412,0.13745463,508.78,1317.73,21,3.4,8.81,63,512.18,1326.54,23,0,45.33763123,45.33763123,7.954723638,6.339674362,14170640.15,6.042113304,17.58695679,116.5299988,1005.330444,888.8004456,380.8759556,141.8460355,679189049.4,340.4932556,582.3975952,0,2621880,2621880,5271.271412,100934.7667,9399884049,2,30,-50839482368,70583902208,1.21E+11,5753457.361,4861838880,1.03E+13,176515136,4876295168,-37157494784,36421533696,73579028480,106146999,2737427421,1.89E+14,150947584,2698516736,-46030950400,37340659712,83371610112,100395410.1,3024883775,1.79E+14,11377987,2915346944
VA,Spotsylvania County,2012,9,242,120,0,79.806,20.194,0,0,0,117.2741931,42.55077218,2.89,63,-0.7867,3.68,79.6,80,0.659,78.9,68,73,0.601,67.4,56.4,63,0.542,55.9,1431325,0.110441744,401.5,1039.88,45,12.76,33.05,31,414.26,1072.93,47,0,34.59052277,34.59052277,2.843575191,2.062345294,4070080.261,2.482428074,5.307799244,-20.41799927,165.4253693,185.8433685,86.98825988,22.23867818,124508471.1,87.27249146,114.1259537,0,5860267,5860267,3039.511646,98239.39054,4350529007,1,36,-57379254272,58688851968,1.16E+11,-788473.6628,3810549641,-1.13E+12,103010008,3960027853,-40835858432,32538314752,73374173184,47155439.36,2099900958,6.75E+13,44526120,2184314573,-36330426368,44483198976,80813625344,48153499.57,2264947114,6.89E+13,-34888276,2390167808
VA,Winchester City,2012,9,229,5,95.395,4.605,0,0,0,0,1127.21202,495.9098497,4.47,98,1.4557,3.01,77.4,61,0.086,77.3,65.5,69,0.238,65.3,53.6,63,0.398,53.2,32249,0.002488349,9.23,23.91,121,0.02,0.05,130,9.25,23.96,121,0,13.50888157,13.50888157,2.163914656,1.702322127,69784.08375,1.66991365,4.606964016,196.4030151,286.1053772,89.70236206,230.1746518,14.59665896,7422902.346,227.583847,250.894931,0,46057,46057,210.6124221,2002.471995,6792040,1,32,-15675378688,16828007424,32503386112,11574636.43,2089122943,3.73E+11,-35338624,2361608704,-13749818368,13041010688,26790829056,81881702.09,1119318757,2.64E+12,14372647,1270580685,-10995793920,11325559808,22321353728,70327946.65,1320176416,2.27E+12,45556432,1470480947
NV,Clark County,2012,10,471,164,0,42.05483871,51.58967742,6.350322581,0,0,24.55403878,12.43352456,1.43,112,0.9355,0.49,79.3,91,2.344,77,67.2,102,2.797,64.4,55,107,3.155,51.8,27104326,2.091383179,7891.42,20438.68,6,169.38,438.69,2,8060.8,20877.38,6,0,78.0610733,78.0610733,8.300512938,9.287194533,224979808.6,3.902926445,22.8973217,144.0630493,3628.923828,3484.860779,1008.17185,487.2594773,27340387583,914.6258545,1681.684082,0,45200532,45200532,7203.62135,448938.5703,1.95E+11,2,114,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.58E+11,2.52E+11,5.10E+11,171624912.5,5102753480,4.65E+15,8305664,4402522112
VA,Accomack County,2012,10,4260,53,49.06387097,48.74645161,2.19,0,0,0,9.804921323,6.217230231,9.83,128,6.8059,3.02,70.4,92,1.724,68.7,61.9,98,2.398,59.5,53.4,99,3.089,50.3,4097913,0.316196991,449.5,1164.2,36,860.54,2228.79,1,1310.04,3392.99,1,0,16.2040844,16.2040844,0.180350686,0.472678085,739061.4208,0,0.507402527,-2.126105547,39.73215485,41.85826039,1.637225239,3.742382408,6719751.957,0,8.715120792,0,5324367,5324367,3175.152002,109655.3593,13031947818,12,272,-25293377536,43306127360,68599504896,2759.378676,875098446.4,11325466908,0,350706880,-15466756096,22451828736,37918584832,12222497.98,419658905.1,5.02E+13,0,169065465.6,-21250611200,15943218176,37193829376,12934324.18,556090228.7,5.31E+13,0,241455043.2
VA,Arlington County,2012,10,250,172,6.451612903,14.95741935,78.59096774,0,0,0,3280.8,1596.281481,6.9,122,3.8188,3.08,67.4,61,-0.234,67.6,58.1,83,1.442,56.7,48.7,103,3.017,45.7,90298,0.006967438,25.97,67.26,106,0.09,0.23,119,26.06,67.5,107,0,35.81206131,35.81206131,3.303408442,3.116927111,298291.1755,2.476670265,7.074951363,-2.081119061,139.983078,142.0641971,61.53269885,33.34739062,5590799.485,64.36896515,104.0771255,0,66059,66059,155.9059532,1882.688987,14165459,1,29,-51499282432,41163128832,92662411264,4392202.845,3520975514,3.99E+11,0,3467725466,-17518563328,23053072384,40571635712,74521474.61,1711265746,6.77E+12,9572374,1731175526,-28908292096,40316026880,69224318976,70129362.08,2439546599,6.37E+12,1727565.75,2122325939
VA,Clarke County,2012,10,1142,0,100,0,0,0,0,0,30.83667064,13.51228488,7.11,120,3.99,3.12,65.5,53,-0.901,66.4,54.6,66,0.263,54.3,43.6,80,1.324,42.3,622201,0.048009336,176.18,456.3,91,2.18,5.65,83,178.36,461.95,96,0,35.40774536,35.40774536,4.022440691,4.106788655,2502766.62,2.520294189,9.898249626,109.0712891,588.6589355,479.5876465,198.5257924,72.28866263,123669260.1,180.8697662,278.9112061,0,10130256,10130256,19715.6232,438687.1749,12281610883,1,29,-34383630336,33451259904,67834890240,2431670.264,3191961973,1.51E+12,-90996460,3305258752,-27828940800,23199375360,51028316160,104543484.7,1758901009,6.51E+13,39896030,1836616230,-24561463296,28305704960,52867168256,102117223.4,2015481923,6.36E+13,89739284,1815511859
VA,Culpeper County,2012,10,390,18,82.12741935,17.87258065,0,0,0,0,48.28971406,18.00115062,4.95,102,1.7847,3.17,67.3,49,-0.972,68.3,56.4,74,0.815,55.6,45.4,92,2.503,42.9,1325925,0.102309028,379.23,982.2,51,3.31,8.57,64,382.54,990.77,52,0,30.75470543,30.75470543,3.419869955,2.771061506,4534491.07,2.81578064,6.962558651,31.82107544,329.8864136,298.0653381,119.3609596,30.06273007,158263680.4,114.7947922,160.8677032,0,2992864,2992864,4236.556907,82716.38912,5617356717,1,30,-54804193280,66685472768,1.21E+11,-304072.6499,4269612801,-4.03E+11,14238281,4706621952,-32793858048,39451385856,72245243904,92821386.35,2401283057,1.23E+14,51139796,2642069248,-36669485056,34625306624,71294791680,93207278.95,2503438867,1.24E+14,4565823.5,2565030400
VA,Fairfax County,2012,10,433,116,25.33806452,32.49129032,42.17064516,0,0,0,1064.832063,388.1075481,6.71,122,3.5812,3.13,67.1,60,-0.307,67.4,57.6,83,1.327,56.3,48,101,2.866,45.1,1414512,0.109144444,390.97,1012.61,47,15.28,39.58,26,406.25,1052.18,48,0,42.40537643,42.40537643,2.97321719,2.52041488,4205651.394,2.371017933,6.132602024,-33.75182724,171.9189758,205.6708031,80.35358389,36.04433715,113823664,87.38097382,120.1926727,0,2141407,2141407,1244.689276,38475.93404,1763145923,1,33,-54032789504,48642871296,1.03E+11,-62235.99246,3034656643,-88159461572,0,3223691213,-24058142720,30064220160,54122362880,67825814.58,1621554388,9.61E+13,3657509,1684286029,-40493080576,43480268800,83973349376,67895682.04,1957886841,9.62E+13,0,1946746035
VA,Fauquier County,2012,10,1244,16,84.08225806,15.69548387,0.222258065,0,0,0,39.46273152,15.32952309,6.48,118,3.2759,3.2,66.3,55,-0.767,67.1,55.8,72,0.689,55.1,45.3,90,2.156,43.1,2266848,0.174911111,647.45,1676.89,8,3.78,9.79,57,651.23,1686.68,11,0,35.054142,35.054142,4.44175594,3.856442338,10068785.57,3.290042996,9.655179119,47.85042572,671.2648926,623.4144669,161.9076175,77.29849797,367019958.9,150.6486282,245.9951599,0,2860654,2860654,1290.3753,42343.40516,2925084669,1,31,-54683267072,60548882432,1.15E+11,-647959.3183,4376676245,-1.47E+12,-48568360,4933426176,-34971746304,33655558144,68627304448,105451211.4,2530990989,2.39E+14,50607380,2862356506,-37973417984,34287058944,72260476928,106188469.6,2491273669,2.41E+14,62616848,2634859520
VA,Frederick County,2012,10,1497,0,100,0,0,0,0,0,74.55048923,29.67560887,5.83,116,2.854,2.98,64.8,45,-1.328,66.1,53.8,61,0.176,53.6,42.8,83,1.702,41.1,1450671,0.111934491,413.5,1070.96,43,2.01,5.21,87,415.51,1076.17,46,0,46.68143845,46.68143845,5.687528397,4.811690623,8250732.508,4.326189041,12.17614841,86.44000244,864.907959,778.4679565,278.735687,97.34870718,405227056.7,255.1328278,375.0931427,0,583572,583572,674.7694215,12469.59935,980982484,1,31,-57350549504,68566499328,1.26E+11,472859.363,4436460846,6.87E+11,168960944,4637012480,-30214815744,43493306368,73708122112,105533899.9,2362812803,1.53E+14,135261112,2435648230,-53211344896,35793211392,89004556288,105071884.3,2891920068,1.53E+14,-21749833,2901932262
VA,Gloucester County,2012,10,2220,0,100,0,0,0,0,0,49.38996595,21.47990239,7.2,126,4.2178,2.98,69.7,50,-0.728,70.4,60.9,77,0.916,60,52.1,94,2.552,49.5,983658,0.075899537,217.81,564.13,83,70.17,181.74,10,287.98,745.86,75,0,16.66965485,16.66965485,1.227087789,1.699013087,1207034.721,0.456841648,3.698651719,-0.980000019,75.90226746,76.88226748,10.56428474,11.11285901,10391643.2,6.97546339,26.48686714,0,9097202,9097202,9503.749981,279773.0517,9348439699,2,175,-19593498624,20754290688,40347789312,18916.34818,2065234251,18607217222,0,1773812787,-18702016512,14656463872,33358480384,22716734.22,1089842931,2.23E+13,0,817903257.6,-13321649152,16228125696,29549774848,22711543.66,1350078980,2.23E+13,0,1029075757
VA,Greene County,2012,10,1078,44,56.33064516,43.66935484,0,0,0,0,46.26722441,19.25688976,5.1,102,1.6152,3.48,65.8,51,-0.752,66.6,55.3,68,0.504,54.8,44.6,82,1.571,43,541296,0.041766667,156.25,404.69,92,0.66,1.71,104,156.91,406.4,97,0,44.73187256,44.73187256,9.38807428,7.402271617,5081727.056,6.804608345,20.83481216,105.4195404,1105.744629,1000.325089,352.8980464,241.8617054,191022300.9,219.7596741,775.499115,0,467438,467438,524.2842086,9036.681279,283792945,1,34,-60399738880,99689799680,1.60E+11,-8511983.245,6434864505,-4.61E+12,382307744,6780388096,-40509452288,61994606592,1.03E+11,102762142.8,3911843962,5.56E+13,235993184,4093284992,-39766355968,44483313664,84249669632,111302745.6,3506503633,6.02E+13,-82925268,4012021376
VA,Hampton City,2012,10,285,0,100,0,0,0,0,0,388.5813835,169.9903688,8.06,126,5.0902,2.97,70.1,53,-0.424,70.5,61.9,70,0.598,61.3,53.8,85,1.725,52.1,688136,0.053096914,51.41,133.15,101,84.89,219.86,8,136.3,353.02,98,0,17.78281784,17.78281784,0.130021812,0.518147724,89472.68973,0,0.3368451,-5,53.9879303,58.9879303,0.7557306,1.901354393,520045.4324,0,3.409210086,0,46231456,46231456,29663.09819,910861.0139,20412245734,41,384,-33641910272,48089690112,81731600384,-1161904.779,919897624,-8.00E+11,0,152805912,-16333323264,26793854976,43127178240,16640650.28,444982584.8,1.15E+13,0,82950044,-23275550720,18793220096,42068770816,18548342.05,581803243.1,1.28E+13,0,171754808
VA,King and Queen County,2012,10,420,76,23.78612903,76.21387097,0,0,0,0,8.293791194,4.078855507,5.79,117,2.7455,3.04,70.8,68,0.072,70.7,60.2,87,1.625,58.6,49.6,103,3.165,46.4,1119530,0.086383488,315.14,816.21,65,11.15,28.88,36,326.29,845.09,66,0,21.14426613,21.14426613,2.523372043,2.266004435,2824990.704,1.929736674,5.692217493,-0.920000017,72.46105194,73.38105196,28.7758837,15.33817857,32215465.07,30.68386269,48.67788467,0,8413918,8413918,5630.256028,156749.165,6303240531,1,41,-32237246464,22897047552,55134294016,-443297.589,3177955387,-4.96E+11,28390973,3476406400,-25872445440,16150028288,42022473728,45794581.55,1720007651,5.13E+13,4674677.75,1765917504,-19014131712,26063775744,45077907456,46251088.75,2051087793,5.18E+13,-25414848,2348882765
VA,Loudoun County,2012,10,1290,16,86.05580645,11.86129032,2.082903226,0,0,0,250.3033895,85.03056122,7.89,122,4.6674,3.22,66,53,-0.604,66.6,55.6,69,0.53,55.1,45.3,89,1.774,43.5,1818527,0.140318441,515.56,1335.29,20,5.58,14.45,44,521.14,1349.75,21,0,47.2486763,47.2486763,3.767573693,3.454167071,6851434.485,2.684915066,8.206111145,3.660959244,584.6314087,580.9704494,140.7434451,64.06895785,256369955.7,130.5337219,201.8742676,0,1351270,1351270,1355.456527,29599.66179,2469019638,1,31,-74493296640,1.01E+11,1.76E+11,309310.0051,3921195746,5.63E+11,16215820,3960407552,-38274494464,39779270656,78053765120,66757795.84,2111548716,1.22E+14,46377888,2165677056,-61251391488,69382537216,1.31E+11,66557892.03,2392617885,1.21E+14,0,2256628736
VA,Portsmouth City,2012,10,285,0,100,0,0,0,0,0,797.1577295,336.9825663,8.63,126,5.5728,3.06,70.2,55,-0.184,70.4,62.5,71,0.833,61.7,54.8,86,1.864,52.9,158640,0.012240741,33.65,87.15,105,13.08,33.88,30,46.73,121.03,104,0,11.17453003,11.17453003,0.45209599,0.882054267,71720.50787,0.151308,1.246584189,-14.69212246,16.75086021,31.44298267,2.65621879,2.847130902,421382.5488,2.854183912,5.165348864,0,46631776,46631776,71263.16672,1815141.308,11305188768,2,73,-32996122624,53750935552,86747058176,-1637677.666,1789263304,-2.60E+11,0,1063266816,-19807997952,31712473088,51520471040,45660939.27,829258907.8,7.24E+12,0,494550643.2,-23957147648,25977108480,49934256128,48397299.81,1208044177,7.68E+12,0,726193152
VA,Prince William County,2012,10,1680,106,22.33032258,49.89193548,27.78451613,0,0,0,476.0129857,156.0657263,6.61,123,3.4897,3.12,67.4,60,-0.323,67.7,57.4,83,1.211,56.2,47.4,99,2.757,44.6,1206341,0.093081867,336.4,871.27,58,12.07,31.26,32,348.47,902.53,60,0,30.86613655,30.86613655,3.211962926,2.882245933,3874722.568,2.422681332,6.820157528,-61.80653,389.0670166,450.8735466,80.60415825,37.96477275,97268987.36,80.85585785,117.3433945,0,2082331,2082331,2175.40569,47012.08253,2625168641,1,34,-62083203072,60929912832,1.23E+11,-126942.113,4591316591,-1.53E+11,0,4692827648,-36535562240,32675614720,69211176960,88352676.97,2491003027,1.07E+14,6039730.5,2481282714,-42698817536,36925132800,79623950336,88620238.16,2755162379,1.07E+14,4219818.5,2666575360
VA,Rappahannock County,2012,10,15,1,98.75741935,1.242580645,0,0,0,0,10.71283979,5.655002892,6.12,113,2.8651,3.25,65.1,44,-1.172,66.3,54.7,73,0.62,54.1,44.3,95,2.419,41.9,928754,0.071663117,266.23,689.53,75,0.8,2.07,100,267.03,691.6,81,0,45.7864418,45.7864418,9.096089679,6.306570005,8448029.674,7.466524124,18.44802265,100.4228821,1132.160034,1031.737152,298.8264865,189.9187845,277536294.6,211.9592361,612.8867798,0,488332,488332,735.2080885,12574.68112,682827453,1,32,-72824496128,80691585024,1.54E+11,189650.8173,6718837541,1.76E+11,83293944,7834901043,-54804365312,42809495552,97613860864,170111245,4069835794,1.58E+14,195719112,4735158579,-56764833792,54833184768,1.12E+11,169939342.3,3667864826,1.58E+14,79073492,4300658022
VA,Shenandoah County,2012,10,1164,0,100,0,0,0,0,0,32.06085003,15.82538031,6.01,118,3.1431,2.87,65.4,46,-1.276,66.7,53.8,66,0.267,53.5,42.2,85,1.825,40.4,1781412,0.13745463,508.78,1317.73,21,3.4,8.81,63,512.18,1326.54,23,0,45.33763123,45.33763123,7.954723638,6.339674362,14170640.15,6.042113304,17.58695679,116.5299988,1005.330444,888.8004456,380.8759556,141.8460355,679189049.4,340.4932556,582.3975952,0,2621880,2621880,5271.271412,100934.7667,9399884049,2,30,-50839482368,70583902208,1.21E+11,5753457.361,4861838880,1.03E+13,176515136,4876295168,-37157494784,36421533696,73579028480,106146999,2737427421,1.89E+14,150947584,2698516736,-46030950400,37340659712,83371610112,100395410.1,3024883775,1.79E+14,11377987,2915346944
